gamma_kappa,epsilon_kappa,kappa情景,延续活跃系数,delay_window_count,总窗口数,可行策略数量,最优策略编号,最优策略名称,最优策略替代TOPSIS得分,S5排序,S5_替代TOPSIS得分,S4排序,S4_替代TOPSIS得分,S3排序,S3_替代TOPSIS得分,S2排序,S1排序,S5是否第一,S4是否第一,S3是否第一,S0平台利润,S1平台利润,S5平台利润,S5相对S0利润差,S5相对S1利润差,S5成本收入比,S5积分成本,S5总活跃度提升,S5续费概率提升,S5私教购买概率提升,S5私教收入提升,S4平台利润,S4相对S0利润差,S4相对S1利润差,S4续费概率提升,S4私教购买概率提升,S4私教收入提升,S3平台利润,S3私教购买概率提升,S3私教收入提升,S2平台利润
0.25,0.01,"gamma=0.25, epsilon=0.01",0.35,12,13,5,S5,高强度综合激励策略,0.6353810693540665,1,0.6353810693540665,2,0.4956276146764947,3,0.4465196294556618,4,5,True,False,False,37079945.16982948,37115637.24551245,37238418.419168636,158473.24933915585,122781.17365618795,0.006195642044747801,671884.3588059495,277098.3987825339,-1230.909127478741,-57.90827435851914,-206776.07194730674,37324417.286532715,244472.1167032346,208780.0410202667,-1231.9529092279147,-57.89690986029229,-214488.93562063784,37223186.647883825,-57.89309281285268,-217409.4786838342,37283625.10674509
0.25,0.05,"gamma=0.25, epsilon=0.05",0.35,1,2,5,S5,高强度综合激励策略,0.5773493964159623,1,0.5773493964159623,2,0.537466101193286,3,0.49519041625751536,4,5,True,False,False,5704606.949204534,5797751.245158047,5408756.455802083,-295850.4934024513,-388994.7893559644,0.03860907450501417,671556.8166530313,243154.13251667432,18256.956015861237,-41.966641311597215,-21268.538578968233,5663525.895415226,-41081.053789308295,-134225.34974282142,16744.272015260234,-46.658602341573385,-25550.24567975421,5731201.226052471,-51.44589771644376,-28018.94756754319,5782541.023229307
0.25,0.05,"gamma=0.25, epsilon=0.05",0.35,2,3,5,S5,高强度综合激励策略,0.5851454638206098,1,0.5851454638206098,2,0.5184874219247609,4,0.45985998160682173,3,5,True,False,False,8556910.4238068,8676927.483089795,8416898.769922782,-140011.65388401784,-260028.7131670136,0.025830533917176355,671556.8166530313,265218.1186154096,16423.740888168468,-49.63145669445377,-36097.655150997656,8629675.81365763,72765.38985083066,-47251.6694321651,12387.269686578291,-56.19017485567053,-42377.0018636499,8665197.145125985,-56.99422440256061,-45097.874595624686,8719185.995494697
0.25,0.05,"gamma=0.25, epsilon=0.05",0.35,3,4,5,S5,高强度综合激励策略,0.6013942680906255,1,0.6013942680906255,2,0.5353922332867534,4,0.4295268280321555,3,5,True,False,False,11409213.898409069,11540878.787463555,11388002.99909435,-21210.89931471832,-152875.78836920485,0.01946700250749081,671556.8166530313,272940.5137499669,12714.423674219956,-57.934609191762824,-53479.09944358922,11561034.3416182,151820.44320913218,20155.55415464565,8659.310487292956,-56.5493474225856,-59449.32649147074,11556648.52023746,-53.905680434988646,-61352.495094018814,11609887.782022685
0.25,0.05,"gamma=0.25, epsilon=0.05",0.35,4,5,5,S5,高强度综合激励策略,0.5986796613396728,1,0.5986796613396728,2,0.5361926755734224,4,0.4249923741866284,3,5,True,False,False,14261517.373011336,14397811.202571295,14304564.530213477,43047.15720214136,-93246.67235781811,0.01567592688620238,671556.8166530313,275643.352047062,7104.501566543787,-56.83710857954094,-70613.93739173468,14455639.362264752,194121.98925341666,57828.159693457186,4793.491632018562,-59.40527791885763,-77338.34945502592,14428201.52371894,-58.36510584172391,-78945.00275575957,14481454.844906477
0.25,0.05,"gamma=0.25, epsilon=0.05",0.35,6,7,5,S5,高强度综合激励策略,0.5495452618847483,1,0.5495452618847483,2,0.547356277227932,4,0.48450958861641275,3,5,True,False,False,19966124.32221587,20094652.24726255,20055487.842715327,89363.52049945667,-39164.40454722196,0.01132653524175507,671556.8166530313,276920.4431424395,2179.6368221691596,-59.44209239951676,-106379.85830864537,20182815.072611302,216690.75039543211,88162.82534875348,1339.1014394633526,-58.68591514390229,-113081.08146460325,20147233.834038943,-58.761127383239305,-114566.33402038936,20200447.763432343
0.25,0.05,"gamma=0.25, epsilon=0.05",0.35,8,9,5,S4,流失召回强化策略,0.6426204046255327,2,0.6134012611396166,1,0.6426204046255327,4,0.3293685268457755,3,5,False,True,False,25670731.271420408,25759431.490742397,25771772.274960216,101041.0035398081,12340.784217819571,0.008878064627417323,671556.8166530313,277076.8868016232,1034.4822940548731,-58.308769981237624,-141630.22660591453,25887903.244211875,217171.97279146686,128471.75346947834,427.3387123831949,-58.128029178346814,-148277.96186489856,25831453.652618162,-58.10548715712072,-149697.41615274362,25890237.118525017
0.25,0.05,"gamma=0.25, epsilon=0.05",0.35,12,13,5,S5,高强度综合激励策略,0.5811312823646301,1,0.5811312823646301,2,0.5304872731890466,4,0.4565934661816002,3,5,True,False,False,37079945.16982948,37089473.942033514,37115128.982962124,35183.8131326437,25655.04092860967,0.006212896319860334,671556.8166530313,277098.3987825339,-1230.9078792881016,-57.894879939365055,-211660.25167432707,37225383.549534895,145438.37970541418,135909.60750138015,-1231.9529092279108,-57.878931987501765,-218269.3345846231,37161398.36098767,-57.87676411222646,-219688.1207758796,37220043.00376989
0.5,1e-09,"gamma=0.5, epsilon=1e-09",0.35,1,2,5,S4,流失召回强化策略,0.5753628554002692,2,0.5519771740251483,1,0.5753628554002692,4,0.5230532443178038,3,5,False,True,False,5704606.949204534,6492873.500422527,6351644.233456558,647037.2842520233,-141229.26696596947,0.03343393574611151,671975.0792489175,243154.13251667432,68068.13130559861,76.50359152558023,46473.07880983609,6594492.53559716,889885.5863926262,101619.03517463338,65518.937333300804,45.49552518412749,35677.72934096068,6606853.053940229,12.488232345363148,16818.793214671954,6666323.974574778
0.5,1e-09,"gamma=0.5, epsilon=1e-09",0.35,2,3,5,S5,高强度综合激励策略,0.6000148549475404,1,0.6000148549475404,2,0.588295148599178,4,0.4960578117712256,3,5,True,False,False,8556910.4238068,9620273.20108659,9801347.176642166,1244436.7528353669,181073.97555557638,0.022422932443773323,671975.0792489175,265218.1186154096,63543.253394779225,27.856283961853908,54061.96529272929,9981242.586766632,1424332.1629598327,360969.3856800422,57417.27952073644,5.564607468250102,36626.488362878765,9900200.498376349,-12.472740851936159,12129.312967004866,9966126.658844408
0.5,1e-09,"gamma=0.5, epsilon=1e-09",0.35,3,4,5,S5,高强度综合激励策略,0.6408747932609544,1,0.6408747932609544,2,0.5912042072337865,4,0.42533069607292945,3,5,True,False,False,11409213.898409069,12713619.53739814,13161923.449603466,1752709.5511943977,448303.91220532544,0.016977002621923188,671975.0792489175,272940.5137499669,54606.99187099058,-11.053150922849165,49879.07742689247,13268311.780719953,1859097.882310884,554692.2433218118,47100.296490851215,-15.189323435823184,30791.484875990427,13069892.245250331,-36.5027336109045,-105.74009539629333,13143907.848620158
0.5,1e-09,"gamma=0.5, epsilon=1e-09",0.35,4,5,5,S5,高强度综合激励策略,0.6638527345670971,1,0.6638527345670971,2,0.5607952601995816,4,0.3859927981874553,3,5,True,False,False,14261517.373011336,15782606.425595362,16416153.470610688,2154636.097599352,633547.0450153258,0.01374452681942326,671975.0792489175,275643.352047062,43719.30562931706,-23.578331144740773,41822.90433396038,16446521.128662119,2185003.755650783,663914.703066757,35766.12138759521,-46.47807825852647,15875.449909143616,16172917.47536735,-14.277264366719153,-5207.766096591309,16249492.306643987
0.5,1e-09,"gamma=0.5, epsilon=1e-09",0.35,6,7,5,S5,高强度综合激励策略,0.624063511775854,1,0.624063511775854,2,0.5913004949776761,3,0.49229828388840824,4,5,True,False,False,19966124.32221587,21846042.1360256,22638004.20610234,2671879.8838864714,791962.0700767413,0.010076244203777411,671975.0792489175,276920.4431424395,25751.18032055346,-4.07074691703416,24182.850214745267,22641675.22814179,2675550.9059259184,795633.0921161883,25592.10539058851,-31.097131386748437,1963.4567584092729,22321202.77515948,-25.256314913586415,-23443.84040715813,22399093.228864394
0.5,1e-09,"gamma=0.5, epsilon=1e-09",0.35,8,9,5,S5,高强度综合激励策略,0.6392350270103765,1,0.6392350270103765,2,0.5950440887962372,4,0.4431677378121027,3,5,True,False,False,25670731.271420408,27814886.82657036,28774456.947552085,3103725.676131677,959570.1209817231,0.007976608429444988,671975.0792489175,277076.8868016232,22896.57117393964,-36.29065878084704,2988.032683807076,28747390.66027508,3076659.3888546713,932503.8337047175,21375.46080466102,-41.443847538795445,-22253.402783044265,28362773.00968331,-42.13656848447407,-47600.535263003316,28447942.90489345
0.5,1e-09,"gamma=0.5, epsilon=1e-09",0.35,12,13,5,S5,高强度综合激励策略,0.625676696074626,1,0.625676696074626,2,0.5841228373019097,3,0.4848898946370935,4,5,True,False,False,37079945.16982948,39473378.92157806,40756122.061969586,3676176.8921401054,1282743.1403915286,0.005669848128737722,671975.0792489175,277098.3987825339,13451.759593026469,-52.52645305255841,-54270.68221258791,40691133.467992745,3611188.298163265,1217754.5464146882,12404.645309427922,-54.37611908529091,-82663.8495115349,40203543.44881103,-56.92635307517042,-110226.42679574527,40299738.78434403
0.5,0.0001,"gamma=0.5, epsilon=0.0001",0.35,1,2,5,S4,流失召回强化策略,0.634512629024811,4,0.5024804778274576,1,0.634512629024811,3,0.5195882673097806,2,5,False,True,False,5704606.949204534,6076085.139255542,6065872.40652959,361265.45732505526,-10212.732725952752,0.03485637894240431,671975.0484985446,243154.13251667432,51653.50003411105,22.831749501045152,20523.05838593049,6287220.041511273,582613.0923067387,211134.9022557307,47718.23821856663,-7.613368559170784,6681.495631130412,6236684.555093022,-26.58435271466952,-9183.112662587373,6305939.609650521
0.5,0.0001,"gamma=0.5, epsilon=0.0001",0.35,2,3,5,S5,高强度综合激励策略,0.6263615531099198,1,0.6263615531099198,2,0.5721971236184435,4,0.4489669093752679,3,5,True,False,False,8556910.4238068,9002881.968961053,9340481.024275089,783570.6004682891,337599.0553140361,0.023458166561777887,671975.0484985446,265218.1186154096,44661.80889638742,-21.756137981843597,13672.050563103025,9478375.717310937,921465.2935041375,475493.7483498845,36275.22528477227,-39.69545712212137,-5555.002020476211,9314682.293722546,-43.90130860247841,-22709.79005132566,9395535.141969064
0.5,0.0001,"gamma=0.5, epsilon=0.0001",0.35,3,4,5,S5,高强度综合激励策略,0.6450630292332167,1,0.6450630292332167,2,0.574316721676195,4,0.42383802839044377,3,5,True,False,False,11409213.898409069,11883232.435766332,12499401.501528967,1090187.6031198986,616169.0657626353,0.01783305247575258,671975.0484985446,272940.5137499669,32612.868874197437,-44.44218290236571,-58.476934676698875,12557813.288840475,1148599.390431406,674580.8530741427,24398.62279816145,-51.67763486588743,-21403.889057877997,12281075.193317173,-49.1174444074384,-37783.14028577745,12369073.46774064
0.5,0.0001,"gamma=0.5, epsilon=0.0001",0.35,4,5,5,S5,高强度综合激励策略,0.6593188838036703,1,0.6593188838036703,2,0.5635930145375612,4,0.4002376259187641,3,5,True,False,False,14261517.373011336,14744719.376734471,15536136.440075995,1274619.0670646597,791417.0633415245,0.014492316035200995,671975.0484985446,275643.352047062,19896.83911659583,-54.27882950936005,-16716.911730983527,15531194.482802784,1269677.1097914483,786475.1060683131,13120.218824556492,-59.62390150706661,-39562.41103054205,15184462.906290658,-57.24627568207793,-55114.397926641745,15274961.50029249
0.5,0.0001,"gamma=0.5, epsilon=0.0001",0.35,6,7,5,S5,高强度综合激励策略,0.6492572886428729,1,0.6492572886428729,2,0.5459078691951857,3,0.420361340610146,4,5,True,False,False,19966124.32221587,20442714.53774052,21362622.32050587,1396497.9982899986,919907.7827653475,0.010660498240713705,671975.0484985446,276920.4431424395,4215.5042878157,-59.43152708031899,-52687.70068423147,21300143.285381578,1334018.963165708,857428.7476410568,2304.4357720609605,-58.77460639367526,-75318.69449781743,20914652.77888326,-59.20095068329814,-91021.07448099426,21006431.16034443
0.5,0.0001,"gamma=0.5, epsilon=0.0001",0.35,8,9,5,S5,高强度综合激励策略,0.7025351125439613,1,0.7025351125439613,2,0.6145500826880554,4,0.30076966890655066,3,5,True,False,False,25670731.271420408,26107644.030593086,27085954.916222617,1415223.644802209,978310.885629531,0.008462533509347534,671975.0484985446,277076.8868016232,1153.1681449055316,-58.66644459573911,-88157.37426120846,27008754.160163965,1338022.888743557,901110.129570879,489.73882962797376,-58.38500906720845,-110666.06317064422,26599386.62916568,-58.53235474969981,-126388.45440415561,26697191.458036464
0.5,0.0001,"gamma=0.5, epsilon=0.0001",0.35,12,13,5,S5,高强度综合激励策略,0.6553037971280746,1,0.6553037971280746,2,0.5050517282700074,3,0.4397530869374716,4,5,True,False,False,37079945.16982948,37437662.1151451,38429851.57532711,1349906.405497633,992189.4601820111,0.006007505085548926,671975.0484985446,277098.3987825339,-1230.970420655584,-58.07356517297102,-158458.15164491103,38346589.46055105,1266644.290721573,908927.3454059511,-1231.9316517948087,-57.953019765549364,-180854.7238855546,37929093.718879215,-57.9528866913761,-196579.68818692293,38026988.92185595
0.5,0.001,"gamma=0.5, epsilon=0.001",0.35,1,2,5,S4,流失召回强化策略,0.6114401297127572,2,0.5373409462966724,1,0.6114401297127572,4,0.4856170106056607,3,5,False,True,False,5704606.949204534,5946150.642500067,5906087.968379378,201481.01917484403,-40062.67412068881,0.03570619274711617,671974.8327916213,243154.13251667432,42184.44267419498,-5.199316442120775,4368.9532413765555,6111342.86419797,406735.9149934361,165192.22169790324,37388.643982421,-21.10583735207501,-5549.628186458256,6039364.705628984,-32.15624246057283,-14137.650774715876,6103888.958020828
0.5,0.001,"gamma=0.5, epsilon=0.001",0.35,2,3,5,S5,高强度综合激励策略,0.6248943830874223,1,0.6248943830874223,2,0.5645739447271294,4,0.43900232801359784,3,5,True,False,False,8556910.4238068,8848259.763500337,9080046.600505298,523136.1766984984,231786.83700496145,0.024086021962033913,671974.8327916213,265218.1186154096,33714.458784454,-29.271859511554325,-4687.951873376471,9199958.108941438,643047.6851346381,351698.3454411011,25055.011512723988,-43.417356324068166,-18765.683143201022,9044692.30083017,-46.28589545361258,-28275.092936057044,9115040.353247548
0.5,0.001,"gamma=0.5, epsilon=0.001",0.35,3,4,5,S5,高强度综合激励策略,0.6504249004109734,1,0.6504249004109734,2,0.5684659711415967,3,0.4099714717282375,4,5,True,False,False,11409213.898409069,11720396.416019501,12148572.848279348,739358.9498702791,428176.4322598465,0.018321746333742644,671974.8327916213,272940.5137499669,22720.74258700865,-46.74602587801913,-19072.374787175213,12202389.61203109,793175.7136220206,481993.196011588,15962.745868733547,-53.12764020440318,-35076.772692238796,11969140.495386567,-50.45769432976352,-43738.89175187069,12040148.184207289
0.5,0.001,"gamma=0.5, epsilon=0.001",0.35,4,5,5,S5,高强度综合激励策略,0.6608093887237656,1,0.6608093887237656,2,0.5552616659268552,3,0.3971849762985816,4,5,True,False,False,14261517.373011336,14578662.20594934,15116995.77263799,855478.3996266536,538333.5666886494,0.014877431679316577,671974.8327916213,275643.352047062,12399.36260786541,-54.8636083569101,-35882.92760736187,15127324.946331568,865807.5733202323,548662.740382228,7865.279988249294,-59.280826905110715,-53090.27230287215,14853020.198515013,-59.09214304399446,-61603.13983200473,14924216.45607868
0.5,0.001,"gamma=0.5, epsilon=0.001",0.35,6,7,5,S5,高强度综合激励策略,0.6411884931042865,1,0.6411884931042865,2,0.5500985252099088,3,0.44273539834490455,4,5,True,False,False,19966124.32221587,20275380.728310548,20894826.518313967,928702.1960980967,619445.7900034189,0.010891920425362554,671974.8327916213,276920.4431424395,2790.866048831494,-59.58506095796392,-71969.38099035574,20867659.747940708,901535.4257248379,592279.0196301602,1618.1643700632999,-58.744563298738825,-88911.83346926526,20575532.047755267,-58.870835881967764,-97326.96475424059,20646793.05339365
0.5,0.001,"gamma=0.5, epsilon=0.001",0.35,8,9,5,S5,高强度综合激励策略,0.7070215095336839,1,0.7070215095336839,2,0.6174700433297882,4,0.29490873105502996,3,5,True,False,False,25670731.271420408,25940145.88678548,26612546.513350207,941815.2419297993,672400.6265647262,0.008609480853699303,671974.8327916213,277076.8868016232,1048.622272584219,-58.39673016655259,-107305.92919665668,26572812.21691439,902080.9454939812,632666.3301289082,416.3588511753611,-58.20517589713623,-124128.9773296914,26259645.1888991,-58.250182396517125,-132540.0963318603,26336392.60141175
0.5,0.001,"gamma=0.5, epsilon=0.001",0.35,12,13,5,S5,高强度综合激励策略,0.6563556253266074,1,0.6563556253266074,2,0.4989865326408238,3,0.43975616355227926,4,5,True,False,False,37079945.16982948,37270168.51000079,37955768.61011115,875823.4402816668,685600.1001103595,0.006081292678545586,671974.8327916213,277098.3987825339,-1230.8936378369376,-58.041299605449005,-177499.42566501477,37910185.326574594,830240.1567451134,640016.8165738061,-1231.940783821149,-57.926808946429894,-194254.87278624706,37589563.195533864,-57.920489829468615,-202623.86853355484,37666168.975925766
0.5,0.01,"gamma=0.5, epsilon=0.01",0.35,1,2,5,S5,高强度综合激励策略,0.5737770467803981,1,0.5737770467803981,2,0.5483401200067655,4,0.4826046731880975,3,5,True,False,False,5704606.949204534,5855664.409184177,5664839.445096869,-39767.50410766527,-190824.96408730838,0.03706699572150654,671974.4210044253,243154.13251667432,29391.113477324365,-21.108744797987228,-7053.853794881172,5874106.221708604,169499.27250406984,18441.81252442673,25335.54279919864,-34.25645790035413,-15636.370623047289,5861991.774882149,-41.33472124252789,-20133.212236234627,5918839.0602657525
0.5,0.01,"gamma=0.5, epsilon=0.01",0.35,2,3,5,S4,流失召回强化策略,0.6321120808714129,3,0.4977966025245192,1,0.6321120808714129,4,0.46750083448347024,2,5,False,True,False,8556910.4238068,8743009.40129425,8738537.190949867,181626.76714306697,-4472.210344383493,0.02496079743712162,671974.4210044253,265218.1186154096,23041.44291691864,-39.20302304685257,-18829.39868709774,8885786.503072783,328876.0792659838,142777.1017785333,16959.878504896194,-49.513185357147556,-30578.71951938473,8820241.04715254,-50.726431629133955,-35508.16261516948,8880011.367080888
0.5,0.01,"gamma=0.5, epsilon=0.01",0.35,3,4,5,S5,高强度综合激励策略,0.63458365225775,1,0.63458365225775,2,0.5579645007656238,4,0.4118803404672752,3,5,True,False,False,11409213.898409069,11607649.948554013,11743087.005790422,333873.10738135315,135437.05723640881,0.018920579322295357,671974.4210044253,272940.5137499669,16030.725461449643,-53.48145078972811,-35100.18853164656,11839044.157168409,429830.2587593403,231394.20861439593,10853.83500835158,-55.88743074324981,-47575.87482966139,11722454.831483208,-53.728352428170616,-51777.58854380908,11781584.771119047
0.5,0.01,"gamma=0.5, epsilon=0.01",0.35,4,5,5,S5,高强度综合激励策略,0.651935482726045,1,0.651935482726045,2,0.5492008750398993,4,0.39408060467764194,3,5,True,False,False,14261517.373011336,14464581.344047787,14675678.112032263,414160.7390209269,211096.76798447594,0.015305491777117054,671974.4210044253,275643.352047062,8715.21427262126,-56.55576081540342,-52321.24323096825,14742462.350421872,480944.97741053626,277881.0063740853,5676.378422119205,-59.60552378544477,-65538.33747205645,14596433.244318813,-59.442196055697025,-69708.41669939377,14655811.242736755
0.5,0.01,"gamma=0.5, epsilon=0.01",0.35,6,7,5,S5,高强度综合激励策略,0.6298059820593762,1,0.6298059820593762,2,0.5440816727637956,3,0.45805774508571034,4,5,True,False,False,19966124.32221587,20161431.1500534,20432428.314256433,466303.9920405634,270997.16420303285,0.011130682419009762,671974.4210044253,276920.4431424395,2194.1444074640326,-59.44920602931489,-88073.58349810686,20471142.426204536,505018.1039886661,309711.27615113556,1331.0840279750412,-58.87940112252314,-101311.39655122714,20315432.750976477,-58.80684454025739,-105371.06688369345,20374754.652659032
0.5,0.01,"gamma=0.5, epsilon=0.01",0.35,8,9,5,S5,高强度综合激励策略,0.7037879133835355,1,0.7037879133835355,2,0.6166063113651785,4,0.2975122688068855,3,5,True,False,False,25670731.271420408,25826201.030688133,26148612.96753847,477881.6961180605,322411.93685033545,0.00875847791903594,671974.4210044253,277076.8868016232,1034.4776498749166,-58.32249961370484,-123394.39728647948,26176233.45617806,505502.1847576536,350032.4254899286,427.2707185231824,-58.06573250811628,-136492.83199950308,25999636.26882571,-58.21214702756945,-140554.98319833993,26064542.997902725
0.5,0.01,"gamma=0.5, epsilon=0.01",0.35,12,13,5,S5,高强度综合激励策略,0.6538589258356563,1,0.6538589258356563,2,0.4921397093308772,3,0.44195533152582395,4,5,True,False,False,37079945.16982948,37156232.621931866,37491959.19259134,412014.022761859,335726.57065947354,0.006155233440357704,671974.4210044253,277098.3987825339,-1230.8960396909836,-57.93246077955902,-193457.35174964624,37513688.5234585,433743.35362902284,357455.9015266374,-1231.954157418546,-57.90984319367549,-206568.19103191653,37329568.310291804,-57.90132577942324,-210588.00514105277,37394329.27212395
